index,SongID,TimeStamp_Central,Performer,Album,Song,TimeStamp_UTC
59525,The OneThe Chainsmokers,4/6/2017 10:31:00 AM,The Chainsmokers,,The One,4/6/2017 3:31:00 PM
59526,Million ReasonsLady Gaga,4/6/2017 10:22:00 AM,Lady Gaga,,Million Reasons,4/6/2017 3:22:00 PM
59527,24K MagicBruno Mars,4/6/2017 10:18:00 AM,Bruno Mars,,24K Magic,4/6/2017 3:18:00 PM
59528,Love on the BrainRihanna,4/6/2017 10:13:00 AM,Rihanna,,Love on the Brain,4/6/2017 3:13:00 PM
59529,Love on the BrainRihanna,4/6/2017 10:13:00 AM,Rihanna,,Love on the Brain,4/6/2017 3:13:00 PM
59530,Cheap ThrillsSia,4/6/2017 10:09:00 AM,Sia,,Cheap Thrills,4/6/2017 3:09:00 PM
59531,All Time LowJon Bellion,4/6/2017 10:05:00 AM,Jon Bellion,,All Time Low,4/6/2017 3:05:00 PM
59532,The GreatestSia,4/6/2017 10:02:00 AM,Sia,,The Greatest,4/6/2017 3:02:00 PM
59533,I Got YouBebe Rexha,4/6/2017 9:55:00 AM,Bebe Rexha,,I Got You,4/6/2017 2:55:00 PM
59534,Love Me NowJohn Legend,4/6/2017 9:51:00 AM,John Legend,,Love Me Now,4/6/2017 2:51:00 PM
59535,Love Me NowJohn Legend,4/6/2017 9:50:00 AM,John Legend,,Love Me Now,4/6/2017 2:50:00 PM
59536,Green LightLorde,4/6/2017 9:47:00 AM,Lorde,,Green Light,4/6/2017 2:47:00 PM
59537,Call On MeStarley,4/6/2017 9:44:00 AM,Starley,,Call On Me,4/6/2017 2:44:00 PM
59538,Treat You BetterShawn Mendes,4/6/2017 9:33:00 AM,Shawn Mendes,,Treat You Better,4/6/2017 2:33:00 PM
59539,Treat You BetterShawn Mendes,4/6/2017 9:32:00 AM,Shawn Mendes,,Treat You Better,4/6/2017 2:32:00 PM
59540,Side to SideAriana Grande,4/6/2017 9:28:00 AM,Ariana Grande,,Side to Side,4/6/2017 2:28:00 PM
59541,Let Me Love YouDJ Snake,4/6/2017 9:25:00 AM,DJ Snake,,Let Me Love You,4/6/2017 2:25:00 PM
59542,HeatstrokeCalvin Harris,4/6/2017 9:21:00 AM,Calvin Harris,,Heatstroke,4/6/2017 2:21:00 PM
59543,Never Give UpSia,4/6/2017 9:16:00 AM,Sia,,Never Give Up,4/6/2017 2:16:00 PM
59544,In The Name Of LoveBebe Rexha,4/6/2017 9:13:00 AM,Bebe Rexha,,In The Name Of Love,4/6/2017 2:13:00 PM
59545,In The Name Of LoveBebe Rexha,4/6/2017 9:12:00 AM,Bebe Rexha,,In The Name Of Love,4/6/2017 2:12:00 PM
59546,We Don't Talk AnymoreCharlie Puth,4/6/2017 9:08:00 AM,Charlie Puth,,We Don't Talk Anymore,4/6/2017 2:08:00 PM
59547,SwallaJason Derülo,4/6/2017 9:05:00 AM,Jason Derülo,,Swalla,4/6/2017 2:05:00 PM
59548,Cold WaterMajor Lazer,4/6/2017 9:02:00 AM,Major Lazer,,Cold Water,4/6/2017 2:02:00 PM
59549,FranticMetallica,4/5/2017 4:18:00 PM,Metallica,St. Anger,Frantic,4/5/2017 9:18:00 PM
59550,Dyers EveMetallica,4/5/2017 4:12:00 PM,Metallica,...and Justice for All,Dyers Eve,4/5/2017 9:12:00 PM
59551,To Live Is to DieMetallica,4/5/2017 4:02:00 PM,Metallica,...and Justice for All,To Live Is to Die,4/5/2017 9:02:00 PM
59552,The Frayed Ends of SanityMetallica,4/5/2017 3:53:00 PM,Metallica,...and Justice for All,The Frayed Ends of Sanity,4/5/2017 8:53:00 PM
59553,Harvester of SorrowMetallica,4/5/2017 3:47:00 PM,Metallica,...and Justice for All,Harvester of Sorrow,4/5/2017 8:47:00 PM
59554,The Shortest StrawMetallica,4/5/2017 3:40:00 PM,Metallica,...and Justice for All,The Shortest Straw,4/5/2017 8:40:00 PM
59555,OneMetallica,4/5/2017 3:32:00 PM,Metallica,...and Justice for All,One,4/5/2017 8:32:00 PM
59556,Eye of the BeholderMetallica,4/5/2017 3:25:00 PM,Metallica,...and Justice for All,Eye of the Beholder,4/5/2017 8:25:00 PM
59557,...and Justice for AllMetallica,4/5/2017 3:15:00 PM,Metallica,...and Justice for All,...and Justice for All,4/5/2017 8:15:00 PM
59558,BlackenedMetallica,4/5/2017 3:08:00 PM,Metallica,...and Justice for All,Blackened,4/5/2017 8:08:00 PM
59559,Two (Vaya con Dios)Ill Niño,4/5/2017 3:03:00 PM,Ill Niño,Confession [Special Edition],Two (Vaya con Dios),4/5/2017 8:03:00 PM
59560,DenyDefault,4/5/2017 2:59:00 PM,Default,The Fallout,Deny,4/5/2017 7:59:00 PM
59561,In the Bone PileRob Zombie,4/5/2017 2:57:00 PM,Rob Zombie,The Electric Warlock Acid Witch Satanic Orgy Celebration Dispenser,In the Bone Pile,4/5/2017 7:57:00 PM
59562,The TruthNonpoint,4/5/2017 2:52:00 PM,Nonpoint,Recoil,The Truth,4/5/2017 7:52:00 PM
59563,ParalyzerFinger Eleven,4/5/2017 2:47:00 PM,Finger Eleven,Them vs. You vs. Me (Deluxe Edition),Paralyzer,4/5/2017 7:47:00 PM
59564,HaloSoil,4/5/2017 2:42:00 PM,Soil,Scars (Expanded Edition),Halo,4/5/2017 7:42:00 PM
59565,SyntheticSpineshank,4/5/2017 2:39:00 PM,Spineshank,The Best Of Spineshank,Synthetic,4/5/2017 7:39:00 PM
59566,Old EnoughNickelback,4/5/2017 2:36:00 PM,Nickelback,The State,Old Enough,4/5/2017 7:36:00 PM
59567,Supernova Goes PopPowerman 5000,4/5/2017 2:33:00 PM,Powerman 5000,Tonight the Stars Revolt,Supernova Goes Pop,4/5/2017 7:33:00 PM
59568,BabeStyx,4/5/2017 12:01:00 PM,Styx,Greatest Hits,Babe,4/5/2017 5:01:00 PM
59569,Since I Lost YouGenesis,4/5/2017 11:55:00 AM,Genesis,We Can't Dance,Since I Lost You,4/5/2017 4:55:00 PM
59570,Slammin'Huey Lewis & The News,4/5/2017 11:50:00 AM,Huey Lewis & The News,Small World,Slammin',4/5/2017 4:50:00 PM
59571,No Sugar TonightThe Guess Who,4/5/2017 11:45:00 AM,The Guess Who,The Best Of The Guess Who,No Sugar Tonight,4/5/2017 4:45:00 PM
59572,KodachromePaul Simon,4/5/2017 11:42:00 AM,Paul Simon,There Goes Rhymin' Simon,Kodachrome,4/5/2017 4:42:00 PM
59573,Just The Way You AreBilly Joel,4/5/2017 11:35:00 AM,Billy Joel,The Stranger (30th Anniversary Legacy Edition),Just The Way You Are,4/5/2017 4:35:00 PM
59574,Missed OpportunityHall & Oates,4/5/2017 11:31:00 AM,Hall & Oates,Ooh Yeah!,Missed Opportunity,4/5/2017 4:31:00 PM
59575,Young Turks (Remastered Album Version)Rod Stewart,4/5/2017 11:17:00 AM,Rod Stewart,The Definitive Rod Stewart,Young Turks (Remastered Album Version),4/5/2017 4:17:00 PM
59576,Black DogLed Zeppelin,4/5/2017 11:06:00 AM,Led Zeppelin,Led Zeppelin IV (Remastered Version),Black Dog,4/5/2017 4:06:00 PM
59577,The Boys Of SummerDon Henley,4/5/2017 11:02:00 AM,Don Henley,Building The Perfect Beast,The Boys Of Summer,4/5/2017 4:02:00 PM
59578,It Keeps You Runnin' (Remastered Album Version)The Doobie Brothers,4/5/2017 10:56:00 AM,The Doobie Brothers,Best of The Doobies,It Keeps You Runnin' (Remastered Album Version),4/5/2017 3:56:00 PM
59579,Shoot High Aim LowYes,4/5/2017 10:47:00 AM,Yes,Big Generator,Shoot High Aim Low,4/5/2017 3:47:00 PM
59580,High HopesPink Floyd,4/5/2017 10:39:00 AM,Pink Floyd,The Division Bell,High Hopes,4/5/2017 3:39:00 PM
59581,Miss You - RemasteredThe Rolling Stones,4/5/2017 10:31:00 AM,The Rolling Stones,Some Girls,Miss You - Remastered,4/5/2017 3:31:00 PM
59582,Paranoid - LiveOzzy Osbourne,4/5/2017 10:27:00 AM,Ozzy Osbourne,The OZZman Cometh,Paranoid - Live,4/5/2017 3:27:00 PM
59583,After the Thrill Is GoneEagles,4/5/2017 10:22:00 AM,Eagles,The Very Best of the Eagles (remastered),After the Thrill Is Gone,4/5/2017 3:22:00 PM
59584,Do It AgainSteely Dan,4/5/2017 10:17:00 AM,Steely Dan,Showbiz Kids: The Steely Dan Story 1972 - 1980 (Remastered),Do It Again,4/5/2017 3:17:00 PM
59585,Smoke And SparksGrant-Lee Phillips,4/5/2017 10:14:00 AM,Grant-Lee Phillips,The Narrows,Smoke And Sparks,4/5/2017 3:14:00 PM
59586,To Be Without YouRyan Adams,4/5/2017 10:09:00 AM,Ryan Adams,To Be Without You,To Be Without You,4/5/2017 3:09:00 PM
59587,It Don't Suit Me (Like Before)John Moreland,4/5/2017 10:02:00 AM,John Moreland,It Don't Suit Me (Like Before),It Don't Suit Me (Like Before),4/5/2017 3:02:00 PM
59588,Valley CloudsSam Beam,4/5/2017 9:59:00 AM,Sam Beam,Love Letter for Fire,Valley Clouds,4/5/2017 2:59:00 PM
59589,Get UpCaitlin Canty,4/5/2017 9:55:00 AM,Caitlin Canty,Reckless Skyline,Get Up,4/5/2017 2:55:00 PM
59590,Codeine DreamColter Wall,4/5/2017 9:50:00 AM,Colter Wall,Codeine Dream,Codeine Dream,4/5/2017 2:50:00 PM
59591,Morgan I MightMarit Larsen,4/5/2017 9:47:00 AM,Marit Larsen,Joni Was Right,Morgan I Might,4/5/2017 2:47:00 PM
59592,The Last TimeLillie Mae,4/5/2017 9:44:00 AM,Lillie Mae,Over the Hill and Through the Woods,The Last Time,4/5/2017 2:44:00 PM
59593,The King of All BirdsAoife O'Donovan,4/5/2017 9:40:00 AM,Aoife O'Donovan,In The Magic Hour,The King of All Birds,4/5/2017 2:40:00 PM
59594,Feel Your Love (Jessica Audiffred Remix)Flux Pavilion,4/5/2017 9:33:00 AM,Flux Pavilion,Feel Your Love (Remixes),Feel Your Love (Jessica Audiffred Remix),4/5/2017 2:33:00 PM
59595,Habit - Dack Janiels & Wenzday RemixRain Man,4/5/2017 9:30:00 AM,Rain Man,Habit (Remixes),Habit - Dack Janiels & Wenzday Remix,4/5/2017 2:30:00 PM
59596,ResistanceAero Chord,4/5/2017 9:27:00 AM,Aero Chord,Resistance,Resistance,4/5/2017 2:27:00 PM
59597,Like A Bitch - Kill The Noise RemixKill the Noise,4/5/2017 9:22:00 AM,Kill the Noise,Neon Grave Remixed,Like A Bitch - Kill The Noise Remix,4/5/2017 2:22:00 PM
59598,In Your Arms - Savi RemixNERVO,4/5/2017 9:19:00 AM,NERVO,In Your Arms (Remixes),In Your Arms - Savi Remix,4/5/2017 2:19:00 PM
59599,Little Bit of This (feat. Vince Staples) - Yellow Claw RemixGTA,4/5/2017 9:15:00 AM,GTA,Good Times Ahead: The Remixes,Little Bit of This (feat. Vince Staples) - Yellow Claw Remix,4/5/2017 2:15:00 PM
59600,Let It RainHeavy D & The Boyz,4/5/2017 9:08:00 AM,Heavy D & The Boyz,Peaceful Journey,Let It Rain,4/5/2017 2:08:00 PM
59601,VagabondAQUILA YOUNG,4/4/2017 8:11:00 PM,AQUILA YOUNG,Vagabond,Vagabond,4/5/2017 1:11:00 AM
59602,Better Feeln' Better DaysKail Baxley,4/4/2017 8:05:00 PM,Kail Baxley,A Light That Never Dies,Better Feeln' Better Days,4/5/2017 1:05:00 AM
59603,DowntownThe Sheepdogs,4/4/2017 8:01:00 PM,The Sheepdogs,Downtown,Downtown,4/5/2017 1:01:00 AM
59604,TroubleHamish Anderson,4/4/2017 7:57:00 PM,Hamish Anderson,Trouble,Trouble,4/5/2017 12:57:00 AM
59605,Ain't Nothing Wrong With ThatRobert Randolph & The Family Band,4/4/2017 7:54:00 PM,Robert Randolph & The Family Band,Colorblind (U.S. Version),Ain't Nothing Wrong With That,4/5/2017 12:54:00 AM
59606,We Can't StopMiley Cyrus,4/4/2017 4:27:00 PM,Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,4/4/2017 9:27:00 PM
59607,Million ReasonsLady Gaga,4/4/2017 4:22:00 PM,Lady Gaga,Joanne (Deluxe),Million Reasons,4/4/2017 9:22:00 PM
59608,The MistressJay Sean,4/4/2017 4:19:00 PM,Jay Sean,The Mistress Pt. I & II,The Mistress,4/4/2017 9:19:00 PM
59609,First TimeIcona Pop,4/4/2017 4:16:00 PM,Icona Pop,Emergency EP,First Time,4/4/2017 9:16:00 PM
59610,sHeZayn,4/4/2017 4:12:00 PM,Zayn,Mind of Mine (Deluxe Edition),sHe,4/4/2017 9:12:00 PM
59611,Harmony (From Skylanders Academy)Timbaland,4/4/2017 4:09:00 PM,Timbaland,Harmony (From Skylanders Academy),Harmony (From Skylanders Academy),4/4/2017 9:09:00 PM
59612,Burn - Confession Special Edition VersionUsher,4/4/2017 4:04:00 PM,Usher,Confessions,Burn - Confession Special Edition Version,4/4/2017 9:04:00 PM
59613,Pusher Love GirlJustin Timberlake,4/4/2017 3:56:00 PM,Justin Timberlake,The 20/20 Experience,Pusher Love Girl,4/4/2017 8:56:00 PM
59614,CloseNick Jonas,4/4/2017 3:52:00 PM,Nick Jonas,Last Year Was Complicated,Close,4/4/2017 8:52:00 PM
59615,TroubleIggy Azalea,4/4/2017 3:49:00 PM,Iggy Azalea,Reclassified,Trouble,4/4/2017 8:49:00 PM
59616,Dangerous WomanAriana Grande,4/4/2017 3:45:00 PM,Ariana Grande,Dangerous Woman,Dangerous Woman,4/4/2017 8:45:00 PM
59617,EmotionsMariah Carey,4/4/2017 3:41:00 PM,Mariah Carey,Emotions,Emotions,4/4/2017 8:41:00 PM
59618,The Sweet EscapeGwen Stefani,4/4/2017 3:37:00 PM,Gwen Stefani,The Sweet Escape,The Sweet Escape,4/4/2017 8:37:00 PM
59619,OnlyNicki Minaj,4/4/2017 3:31:00 PM,Nicki Minaj,The Pinkprint (Deluxe),Only,4/4/2017 8:31:00 PM
59620,Bennie And The JetsMiguel,4/4/2017 3:26:00 PM,Miguel,Goodbye Yellow Brick Road (40th Anniversary Celebration / Deluxe),Bennie And The Jets,4/4/2017 8:26:00 PM
59621,Tessellate - Bonus TrackEllie Goulding,4/4/2017 3:22:00 PM,Ellie Goulding,Halcyon Days,Tessellate - Bonus Track,4/4/2017 8:22:00 PM
59622,Ain't My FaultZara Larsson,4/4/2017 3:17:00 PM,Zara Larsson,Ain't My Fault,Ain't My Fault,4/4/2017 8:17:00 PM
59623,Bang BangJessie J,4/4/2017 2:29:00 PM,Jessie J,Bang Bang,Bang Bang,4/4/2017 7:29:00 PM
59624,Talk Dirty (feat. 2 Chainz)Jason Derülo,4/4/2017 2:26:00 PM,Jason Derülo,Talk Dirty,Talk Dirty (feat. 2 Chainz),4/4/2017 7:26:00 PM
59625,Love on the BrainRihanna,4/4/2017 2:23:00 PM,Rihanna,ANTI,Love on the Brain,4/4/2017 7:23:00 PM
59626,Wrecking BallMiley Cyrus,4/4/2017 2:19:00 PM,Miley Cyrus,Wrecking Ball,Wrecking Ball,4/4/2017 7:19:00 PM
59627,Bad IntentionsNiykee Heaton,4/4/2017 11:11:00 AM,Niykee Heaton,Bad Intentions,Bad Intentions,4/4/2017 4:11:00 PM
59628,Tennessee WhiskeyChris Stapleton,4/4/2017 11:06:00 AM,Chris Stapleton,Traveller,Tennessee Whiskey,4/4/2017 4:06:00 PM
59629,He Calls Me MamaMaggie Koerner,4/4/2017 11:03:00 AM,Maggie Koerner,Neutral Ground,He Calls Me Mama,4/4/2017 4:03:00 PM
59630,(Sittin' On) The Dock of the BaySara Bareilles,4/4/2017 10:57:00 AM,Sara Bareilles,Brave Enough: Live at the Variety Playhouse,(Sittin' On) The Dock of the Bay,4/4/2017 3:57:00 PM
59631,NemesisThe Motet,4/4/2017 10:50:00 AM,The Motet,Dig Deep,Nemesis,4/4/2017 3:50:00 PM
59632,Ignition / Do You... (Mashup)Phoebe Ryan,4/4/2017 10:47:00 AM,Phoebe Ryan,Mine EP,Ignition / Do You... (Mashup),4/4/2017 3:47:00 PM
59633,TherapyMary J. Blige,4/4/2017 10:42:00 AM,Mary J. Blige,The London Sessions,Therapy,4/4/2017 3:42:00 PM
59634,Saint ElizabethKaia Kater,4/4/2017 10:38:00 AM,Kaia Kater,Nine Pin,Saint Elizabeth,4/4/2017 3:38:00 PM
59635,Clint EastwoodTrey Anastasio,4/4/2017 10:34:00 AM,Trey Anastasio,Traveler,Clint Eastwood,4/4/2017 3:34:00 PM
59636,Go It AloneBeck,4/4/2017 10:30:00 AM,Beck,Guero,Go It Alone,4/4/2017 3:30:00 PM
59637,WorldwideWhite Bahamian,4/4/2017 10:23:00 AM,White Bahamian,Worldwide - EP,Worldwide,4/4/2017 3:23:00 PM
59638,In The Belly Of A WhaleToadies,4/4/2017 10:20:00 AM,Toadies,Heretics,In The Belly Of A Whale,4/4/2017 3:20:00 PM
59639,Tokyo SunriseLP,4/4/2017 10:15:00 AM,LP,Forever for Now,Tokyo Sunrise,4/4/2017 3:15:00 PM
59640,FirstCold War Kids,4/4/2017 10:12:00 AM,Cold War Kids,Hold My Home,First,4/4/2017 3:12:00 PM
59641,Blind AmbitionSophia Bastian,4/4/2017 10:07:00 AM,Sophia Bastian,Blind Ambition,Blind Ambition,4/4/2017 3:07:00 PM
59642,RiverLeon Bridges,4/4/2017 9:55:00 AM,Leon Bridges,Coming Home,River,4/4/2017 2:55:00 PM
59643,LOVE 3X - R3hab RemixZZ Ward,4/4/2017 9:51:00 AM,ZZ Ward,LOVE 3X Remixes,LOVE 3X - R3hab Remix,4/4/2017 2:51:00 PM
59644,Room 302Future Brown,4/4/2017 9:48:00 AM,Future Brown,Future Brown,Room 302,4/4/2017 2:48:00 PM
59645,MindshiftTauk,4/4/2017 9:41:00 AM,Tauk,Collisions,Mindshift,4/4/2017 2:41:00 PM
59646,Barely AliveThe Jompson Brothers,4/4/2017 9:36:00 AM,The Jompson Brothers,The Jompson Brothers,Barely Alive,4/4/2017 2:36:00 PM
59647,Light Will Keep Your Heart Beating in the FutureMike Doughty,4/4/2017 9:32:00 AM,Mike Doughty,Stellar Motel,Light Will Keep Your Heart Beating in the Future,4/4/2017 2:32:00 PM
59648,HereAlessia Cara,4/4/2017 9:29:00 AM,Alessia Cara,Here,Here,4/4/2017 2:29:00 PM
59649,One TimeMarian Hill,4/4/2017 9:24:00 AM,Marian Hill,Sway,One Time,4/4/2017 2:24:00 PM
59650,Dance Me a NumberThe Steepwater Band,4/4/2017 9:20:00 AM,The Steepwater Band,Revelation Sunday,Dance Me a Number,4/4/2017 2:20:00 PM
59651,You Look Like Trouble - But I Guess I Do TooLisa LeBlanc,4/3/2017 2:17:00 PM,Lisa LeBlanc,Highways Heartaches and Time Well Wasted - EP,You Look Like Trouble - But I Guess I Do Too,4/3/2017 7:17:00 PM
59652,Trouble (Don't Want No)Seth Walker,4/3/2017 2:13:00 PM,Seth Walker,Sky Still Blue,Trouble (Don't Want No),4/3/2017 7:13:00 PM
59653,ShowboatBoomBox,4/3/2017 1:21:00 PM,BoomBox,downriverelectric,Showboat,4/3/2017 6:21:00 PM
59654,End of the WorldMingo Fishtrap,4/3/2017 1:17:00 PM,Mingo Fishtrap,On Time,End of the World,4/3/2017 6:17:00 PM
59655,And the Lightning He Will RideJoe Marson,4/3/2017 1:12:00 PM,Joe Marson,Someday Soon,And the Lightning He Will Ride,4/3/2017 6:12:00 PM
59656,Stubborn Love (Radio Mix)Larkin Poe,4/3/2017 1:09:00 PM,Larkin Poe,Stubborn Love (Radio Mix),Stubborn Love (Radio Mix),4/3/2017 6:09:00 PM
59657,No ShortcutsHeather Maloney,4/3/2017 1:03:00 PM,Heather Maloney,Woodstock,No Shortcuts,4/3/2017 6:03:00 PM
59658,Cocaine JesusRainbow Kitten Surprise,4/3/2017 12:59:00 PM,Rainbow Kitten Surprise,RKS,Cocaine Jesus,4/3/2017 5:59:00 PM
59659,Little Too LateNicki Bluhm and The Gramblers,4/3/2017 12:54:00 PM,Nicki Bluhm and The Gramblers,Nicki Bluhm and The Gramblers,Little Too Late,4/3/2017 5:54:00 PM
59660,I Wanna Be Your ManYukon Blonde,4/3/2017 12:51:00 PM,Yukon Blonde,On Blonde,I Wanna Be Your Man,4/3/2017 5:51:00 PM
59661,AnonymousFort Frances,4/3/2017 12:45:00 PM,Fort Frances,Alio,Anonymous,4/3/2017 5:45:00 PM
59662,Pretty Dirty (In The Fading Light)Ripe,4/3/2017 12:39:00 PM,Ripe,Produce The Juice,Pretty Dirty (In The Fading Light),4/3/2017 5:39:00 PM
59663,Girl Lately Things Have Been ChangingThe Beautiful Girls,4/3/2017 12:35:00 PM,The Beautiful Girls,We're Already Gone,Girl Lately Things Have Been Changing,4/3/2017 5:35:00 PM
59664,Midnight RiderSharon Jones & The Dap-Kings,4/3/2017 12:32:00 PM,Sharon Jones & The Dap-Kings,Midnight Rider,Midnight Rider,4/3/2017 5:32:00 PM
59665,For No OneHoundmouth,4/3/2017 12:27:00 PM,Houndmouth,Little Neon Limelight,For No One,4/3/2017 5:27:00 PM
59666,San AntoneThe Ghost of Paul Revere,4/3/2017 12:22:00 PM,The Ghost of Paul Revere,Believe,San Antone,4/3/2017 5:22:00 PM
59667,Never Have I FoundJosh Garrels,4/3/2017 12:19:00 PM,Josh Garrels,Jacaranda,Never Have I Found,4/3/2017 5:19:00 PM
59668,Stop Trippin'Griz,4/3/2017 12:15:00 PM,Griz,Say It Loud,Stop Trippin',4/3/2017 5:15:00 PM
59669,DarknessTab Benoit,4/3/2017 12:09:00 PM,Tab Benoit,Legacy: The Best of Tab Benoit,Darkness,4/3/2017 5:09:00 PM
59670,NightburnThe Cerny Brothers,4/3/2017 11:59:00 AM,The Cerny Brothers,Sleeping Giant,Nightburn,4/3/2017 4:59:00 PM
59671,Black CrowBrent Cobb,4/3/2017 11:54:00 AM,Brent Cobb,Shine on Rainy Day,Black Crow,4/3/2017 4:54:00 PM
59672,Heart it RacesDr. Dog,4/3/2017 11:50:00 AM,Dr. Dog,Live At a Flamingo Hotel,Heart it Races,4/3/2017 4:50:00 PM
59673,California (Rock Me Slow)Brian Dunne,4/3/2017 11:44:00 AM,Brian Dunne,Songs from the Hive,California (Rock Me Slow),4/3/2017 4:44:00 PM
59674,I Wanna Be a DawgDawg Yawp,4/3/2017 11:39:00 AM,Dawg Yawp,Two Hearted - EP,I Wanna Be a Dawg,4/3/2017 4:39:00 PM
59675,Hollow LifeCoast Modern,4/3/2017 11:35:00 AM,Coast Modern,Hollow Life,Hollow Life,4/3/2017 4:35:00 PM
59676,Sexy WeekendScoundrels,4/3/2017 11:25:00 AM,Scoundrels,Sexy Weekend EP,Sexy Weekend,4/3/2017 4:25:00 PM
59677,Come By HereThe Word,4/3/2017 11:18:00 AM,The Word,Soul Food,Come By Here,4/3/2017 4:18:00 PM
59678,Find Your CloudPapadosio,4/3/2017 11:09:00 AM,Papadosio,T.E.T.I.O.S.,Find Your Cloud,4/3/2017 4:09:00 PM
59679,Put It TogetherLanghorne Slim,4/3/2017 11:06:00 AM,Langhorne Slim,The Spirit Moves,Put It Together,4/3/2017 4:06:00 PM
59680,Marty SongKendall Street Company,4/3/2017 10:58:00 AM,Kendall Street Company,Kendall Street Company,Marty Song,4/3/2017 3:58:00 PM
59681,Open PassagewaysAll Them Witches,4/2/2017 8:19:00 PM,All Them Witches,Open Passageways,Open Passageways,4/3/2017 1:19:00 AM
59682,Don'tLarkin Poe,4/2/2017 8:15:00 PM,Larkin Poe,Kin,Don't,4/3/2017 1:15:00 AM
59683,Get Ready - Radio EditThe Harpoonist & The Axe Murderer,4/2/2017 8:12:00 PM,The Harpoonist & The Axe Murderer,Get Ready (Radio Edit),Get Ready - Radio Edit,4/3/2017 1:12:00 AM
59684,Number OneThe Sideshow Tragedy,4/2/2017 8:09:00 PM,The Sideshow Tragedy,Capital,Number One,4/3/2017 1:09:00 AM
59685,Snake EyesThe Wood Brothers,4/2/2017 8:05:00 PM,The Wood Brothers,Paradise,Snake Eyes,4/3/2017 1:05:00 AM
59686,Down In The FloodThe Derek Trucks Band,4/2/2017 7:59:00 PM,The Derek Trucks Band,Already Free,Down In The Flood,4/3/2017 12:59:00 AM
59687,You're The Best Lover That I Ever HadSteve Earle,4/2/2017 7:55:00 PM,Steve Earle,You're The Best Lover That I Ever Had,You're The Best Lover That I Ever Had,4/3/2017 12:55:00 AM
59688,DreamcatchersOdetta Hartman,4/2/2017 7:53:00 PM,Odetta Hartman,222,Dreamcatchers,4/3/2017 12:53:00 AM
59689,MagnoliaMail the Horse,4/2/2017 7:48:00 PM,Mail the Horse,Magnolia,Magnolia,4/3/2017 12:48:00 AM
59690,First Of The WeekPatrick Sweany,4/2/2017 7:43:00 PM,Patrick Sweany,First Of The Week - Single,First Of The Week,4/3/2017 12:43:00 AM
59691,Sun Sets WestLittle Hurricane,4/2/2017 7:40:00 PM,Little Hurricane,Homewrecker,Sun Sets West,4/3/2017 12:40:00 AM
59692,It Runs TogetherHard Working Americans,4/2/2017 7:37:00 PM,Hard Working Americans,It Runs Together,It Runs Together,4/3/2017 12:37:00 AM
59693,Rollin 'n TumblinNorth Mississippi Allstars,4/2/2017 7:34:00 PM,North Mississippi Allstars,World Boogie Is Coming,Rollin 'n Tumblin,4/3/2017 12:34:00 AM
59694,Prophet StoryCobi,4/2/2017 7:31:00 PM,Cobi,Prophet Story,Prophet Story,4/3/2017 12:31:00 AM
59695,People-VulturesKing Gizzard & The Lizard Wizard,4/2/2017 7:24:00 PM,King Gizzard & The Lizard Wizard,People-Vultures,People-Vultures,4/3/2017 12:24:00 AM
59696,LeadfootNO SINNER,4/2/2017 7:20:00 PM,NO SINNER,Leadfoot,Leadfoot,4/3/2017 12:20:00 AM
59697,Low DownKingsborough,4/2/2017 6:50:00 PM,Kingsborough,Low Down,Low Down,4/2/2017 11:50:00 PM
59698,Boneyard - EditFink,4/1/2017 4:50:00 PM,Fink,Boneyard,Boneyard - Edit,4/1/2017 9:50:00 PM
59699,On the Road AgainJack Broadbent,3/31/2017 7:53:00 PM,Jack Broadbent,Along the Trail of Tears,On the Road Again,4/1/2017 12:53:00 AM
59700,Gold to GlassThe Revivalists,3/31/2017 7:49:00 PM,The Revivalists,Men Amongst Mountains,Gold to Glass,4/1/2017 12:49:00 AM
59701,18 CountiesMoreland & Arbuckle,3/31/2017 7:45:00 PM,Moreland & Arbuckle,Flood,18 Counties,4/1/2017 12:45:00 AM
59702,Just to Be with YouAubrie Sellers,3/31/2017 7:42:00 PM,Aubrie Sellers,Just to Be with You,Just to Be with You,4/1/2017 12:42:00 AM
59703,Call It What It IsBen Harper and The Innocent Criminals,3/31/2017 7:36:00 PM,Ben Harper and The Innocent Criminals,Call It What It Is,Call It What It Is,4/1/2017 12:36:00 AM
59704,DunesAlabama Shakes,3/31/2017 3:56:00 PM,Alabama Shakes,,Dunes,3/31/2017 8:56:00 PM
59705,The WatcherDr. Dre,3/31/2017 3:52:00 PM,Dr. Dre,,The Watcher,3/31/2017 8:52:00 PM
59706,Voicemail Non SequitursMaria Bamford,3/31/2017 3:50:00 PM,Maria Bamford,,Voicemail Non Sequiturs,3/31/2017 8:50:00 PM
59707,Jack SparrowThe Lonely Island,3/31/2017 3:47:00 PM,The Lonely Island,,Jack Sparrow,3/31/2017 8:47:00 PM
59708,TMZ (Parody of You Belong To Me by Taylor Swift)Weird Al Yankovic,3/31/2017 3:44:00 PM,Weird Al Yankovic,,TMZ (Parody of You Belong To Me by Taylor Swift),3/31/2017 8:44:00 PM
59709,Down YonderWillie Nelson,3/31/2017 3:42:00 PM,Willie Nelson,,Down Yonder,3/31/2017 8:42:00 PM
59710,Foxy LadyJimi Hendrix,3/31/2017 3:39:00 PM,Jimi Hendrix,,Foxy Lady,3/31/2017 8:39:00 PM
